          (   3,    3) (   3,    3) (   3,    2) (   2,    1) (   3,    1) (   3,    3) (   2,    5) (   3,    1) (   3,    3) (   3,    4)
          (   3,    5) (   1,    5) (   3,    0) (   3,    2) (   1,    4) (   3,    0) (   3,    0) (   3,    1) (   3,    1) (   3,    3)
          (   3,    2) (   2,    5) (   2,    1) (   1,    2) (   3,    4) (   1,    2) (   3,    1) (   2,    2) (   3,    3) (   2,    3)
          (   2,    1) (   3,    4) (   3,    3) (   3,    4) (   2,    4) (   3,    1) (   3,    2) (   2,    2) (   3,    1) (   2,    4)
          (   2,    2) (   2,    0) (   3,    1) (   2,    3) (   1,    2) (   3,    0) (   2,    2) (   2,    3) (   3,    3) (   3,    3)
          (   3,    3) (   3,    4) (   3,    4) (   2,    4) (   2,    2) (   3,    4) (   3,    2) (   3,    2) (   3,    0) (   2,    1)
          (   3,    3) (   3,    2) (   3,    0) (   2,    4) (   3,    3) (   3,    1) (   3,    1) (   3,    1) (   2,    3) (   3,    3)
          (   2,    4) (   3,    2) (   3,    2) (   3,    2) (   2,    1) (   1,    1) (   3,    5) (   3,    0) (   3,    0) (   3,    2)
          (   3,    1) (   3,    7) (   3,    2) (   3,    4) (   3,    5) (   3,    2) (   3,    3) (   3,    2) (   3,    3) (   3,    5)
          (   3,    6) (   3,    3) (   3,    2) (   3,    3) (   3,    1) (   3,    1) (   3,    2) (   3,    2) (   2,    3) (   3,    3)
          (   2,    0) (   3,    2) (   2,    3) (   3,    1) (   3,    5) (   3,    4) (   2,    2) (   3,    3) (   3,    4) (   3,    3)
          (   3,    3) (   3,    5) (   3,    4) (   2,    2) (   3,    4) (   3,    1) (   3,    4) (   3,    3) (   2,    1) (   3,    2)
          (   2,    2) (   2,    3) (   3,    0) (   3,    0) (   2,    1) (   3,    4) (   2,    3) (   3,    1) (   2,    1) (   3,    2)
          (   2,    4) (   3,    1) (   3,    4) (   2,    3) (   2,    1) (   3,    3) (   3,    2) (   3,    5) (   2,    3) (   3,    4)
          (   2,    1) (   3,    2) (   3,    1) (   2,    2) (   3,    3) (   3,    1) (   2,    2) (   3,    4) (   3,    0) (   3,    4)
          (   3,    0) (   2,    3) (   2,    1) (   3,    2) (   3,    3) (   3,    2) (   2,    0) (   3,    3) (   3,    3) (   3,    1)
          (   3,    4) (   2,    2) (   3,    3) (   3,    2) (   3,    6) (   3,    3) (   3,    3) (   3,    2) (   2,    1) (   3,    1)
          (   2,    0) (   3,    5) (   3,    4) (   3,    1) (   3,    5) (   3,    3) (   3,    0) (   3,    1) (   3,    2) (   3,    1)
          (   3,    2) (   3,    3) (   3,    3) (   3,    4) (   3,    3) (   2,    3) (   3,    1) (   2,    5) (   3,    3) (   2,    1)
          (   3,    5) (   2,    1) (   2,    4) (   3,    3) (   3,    2) (   3,    5) (   2,    1) (   2,    5) (   3,    1) (   3,    6)
          (   3,    5) (   3,    4) (   3,    2) (   3,    1) (   3,    2) (   3,    4) (   3,    3) (   2,    4) (   3,    2) (   1,    9)
          (   2,    6) (   2,    3) (   3,    1) (   3,    2) (   3,    2) (   2,    6) (   3,    2) (   3,    0) (   3,    2) (   1,    4)
          (   3,    5) (   3,    0) (   2,    3) (   3,    4) (   3,    1) (   2,    7) (   3,    0) (   3,    3) (   3,    3) (   3,    1)
          (   3,    2) (   3,    3) (   3,    6) (   3,    1) (   3,    1) (   3,    2) (   3,    4) (   3,    4) (   3,    4) (   3,    0)
          (   3,    3) (   2,    4) (   3,    2) (   3,    3) (   3,    3) (   2,    4) (   3,    1) (   2,    5) (   1,    1) (   3,    5)
          (   3,    3) (   3,    3) (   3,    3) (   3,    1) (   3,    2) (   3,    1) (   3,    4) (   3,    3) (   3,    3) (   3,    4)
          (   1,    2) (   3,    4) (   3,    1) (   3,    0) (   2,    4) (   2,    0) (   3,    3) (   3,    2) (   2,    2) (   3,    2)
          (   2,    6) (   3,    0) (   3,    4) (   3,    5) (   3,    4) (   2,    1) (   3,    1) (   3,    3) (   3,    0) (   3,    0)
          (   3,    5) (   2,    3) (   2,    2) (   3,    4) (   3,    3) (   3,    4) (   3,    2) (   3,    3) (   3,    0) (   3,    3)
          (   3,    5) (   3,    2) (   2,    5) (   3,    2) (   3,    2) (   3,    2) (   3,    2) (   3,    3) (   3,    5) (   2,    3)
          (   3,    4) (   3,    4) (   1,    2) (   2,    3) (   3,    2) (   2,    3) (   3,    1) (   3,    1) (   3,    2) (   3,    2)
          (   3,    3) (   3,    4) (   3,    4) (   3,    2) (   3,    4) (   2,    2) (   3,    2) (   3,    2) (   2,    3) (   3,    1)
          (   2,    1) (   2,    1) (   2,    1) (   3,    2) (   2,    1) (   2,    5) (   3,    2) (   3,    3) (   3,    3) (   3,    3)
          (   3,    5) (   3,    3) (   3,    5) (   3,    6) (   3,    3) (   3,    0) (   2,    3) (   3,    3) (   3,    1) (   3,    0)
          (   3,    2) (   3,    1) (   3,    3) (   3,    7) (   2,    2) (   3,    4) (   3,    3) (   2,    3) (   3,    1) (   3,    3)
          (   3,    3) (   3,    6) (   3,    3) (   3,    3) (   3,    2) (   3,    2) (   3,    2) (   2,    3) (   3,    4) (   3,    0)
          (   3,    2) (   3,    1) (   2,    1) (   3,    3) (   3,    3) (   3,    4) (   3,    2) (   3,    2) (   3,    2) (   2,    2)
          (   3,    0) (   3,    2) (   3,    2) (   2,    3) (   2,    2) (   3,    3) (   3,    4) (   3,    3) (   2,    3) (   3,    1)
          (   3,    3) (   3,    2) (   3,    2) (   3,    2) (   3,    4) (   3,    3) (   3,    2) (   3,    2) (   2,    1) (   3,    3)
          (   3,    0) (   3,    2) (   3,    1) (   2,    2) (   3,    3) (   3,    6) (   3,    1) (   3,    3) (   3,    0) (   2,    3)
          (   2,    3) (   2,    1) (   3,    3) (   2,    1) (   3,    1) (   3,    1) (   3,    3) (   3,    2) (   3,    4) (   2,    4)
          (   3,    3) (   3,    2) (   0,    6) (   3,    2) (   3,    4) (   3,    2) (   2,    1) (   2,    0) (   1,    0) (   3,    4)
          (   3,    3) (   3,    2) (   2,    2) (   3,    3) (   3,    7) (   3,    1) (   2,    1) (   3,    5) (   3,    2) (   3,    5)
          (   2,    0) (   3,    6) (   3,    1) (   2,    2) (   3,    2) (   2,    4) (   2,    4) (   3,    2) (   3,    4) (   2,    2)
          (   3,    1) (   2,    1) (   3,    4) (   3,    1) (   2,    2) (   2,    3) (   3,    1) (   3,    3) (   2,    4) (   3,    2)
          (   3,    2) (   3,    1) (   2,    5) (   3,    2) (   3,    3) (   3,    2) (   3,    2) (   2,    5) (   3,    3) (   3,    4)
          (   1,    2) (   2,    2) (   2,    4) (   2,    3) (   3,    7) (   3,    1) (   3,    1) (   2,    5) (   3,    1) (   3,    4)
          (   2,    7) (   2,    2) (   3,    1) (   3,    4) (   3,    6) (   3,    3) (   3,    2) (   3,    3) (   3,    3) (   3,    2)
          (   3,    2) (   3,    3) (   2,    0) (   3,    5) (   3,    3) (   2,    5) (   3,    1) (   3,    6) (   3,    1) (   2,    3)
          (   3,    4) (   2,    3) (   2,    3) (   3,    3) (   3,    2) (   3,    5) (   3,    2) (   3,    3) (   3,    3) (   2,    3)
          (   3,    3) (   2,    3) (   3,    2) (   3,    1) (   2,    3) (   2,    5) (   2,    2) (   3,    3) (   3,    5) (   3,    3)
          (   3,    2) (   3,    1) (   3,    4) (   3,    2) (   3,    4) (   2,    0) (   3,    3) (   3,    3) (   3,    4) (   3,    5)
          (   3,    4) (   3,    4) (   3,    2) (   3,    3) (   3,    1) (   3,    2) (   3,    2) (   3,    4) (   3,    3) (   3,    0)
          (   2,    3) (   3,    4) (   3,    1) (   2,    2) (   3,    1) (   2,    2) (   3,    1) (   3,    2) (   3,    1) (   3,    3)
          (   3,    5) (   3,    4) (   3,    2) (   2,    2) (   3,    2) (   2,    4) (   3,    2) (   2,    1) (   3,    2) (   3,    4)
          (   3,    1) (   3,    3) (   3,    5) (   3,    3) (   2,    1) (   2,    2) (   3,    2) (   3,    4) (   3,    1) (   3,    3)
          (   3,    3) (   3,    6) (   3,    0) (   3,    2) (   3,    1) (   3,    0) (   3,    2) (   3,    0) (   3,    2) (   1,    3)
          (   3,    2) (   3,    2) (   2,    6) (   3,    3) (   2,    4) (   3,    3) (   2,    0) (   3,    3) (   2,    3) (   3,    1)
          (   3,    3) (   3,    3) (   3,    5) (   2,    2) (   2,    2) (   2,    4) (   2,    3) (   3,    3) (   3,    1) (   2,    1)
          (   3,    3) (   3,    1) (   2,    5) (   3,    4) (   2,    1) (   3,    1) (   2,    3) (   3,    5) (   3,    1) (   3,    1)
          (   3,    3) (   0,    4) (   3,    3) (   3,    1) (   3,    1) (   3,    2) (   3,    1) (   2,    1) (   3,    2) (   3,    3)
          (   2,    3) (   3,    3) (   2,    2) (   1,    3) (   3,    2) (   3,    3) (   3,    2) (   3,    2) (   3,    3) (   3,    0)
          (   2,    4) (   1,    2) (   2,    3) (   3,    4) (   3,    2) (   3,    4) (   1,    3) (   3,    2) (   3,    2) (   2,    1)
          (   2,    5) (   3,    1) (   3,    3) (   3,    4) (   3,    5) (   3,    3) (   3,    1) (   3,    5) (   3,    1) (   3,    4)
          (   3,    2) (   2,    4) (   3,    2) (   2,    2) (   3,    1) (   3,    1) (   3,    0) (   3,    2) (   3,    5) (   3,    3)
          (   3,    5) (   1,    3) (   3,    2) (   2,    1) (   3,    6) (   3,    4) (   2,    4) (   3,    3) (   3,    2) (   1,    1)
          (   3,    3) (   1,    1) (   3,    2) (   3,    5) (   3,    3) (   3,    3) (   3,    4) (   3,    2) (   3,    5) (   2,    3)
         
node   2 sent_total   1876  recv_total   1808

node   3  (   1,    0) (   0,    0) (   2,    3) (   3,    1) (   1,    4) (   3,    2) (   3,    2) (   3,    3) (   3,    1) (   3,    3)
          (   2,    4) (   3,    2) (   2,    4) (   3,    2) (   3,    2) (   2,    3) (   2,    3) (   2,    3) (   3,    1) (   2,    3)
          (   3,    4) (   3,    2) (   3,    7) (   3,    1) (   3,    4) (   3,    5) (   3,    5) (   3,    1) (   3,    2) (   3,    3)
          (   3,    3) (   3,    1) (   3,    1) (   3,    3) (   2,    0) (   2,    5) (   2,    1) (   3,    4) (   3,    0) (   3,    3)
          (   3,    0) (   2,    2) (   3,    4) (   3,    3) (   3,    5) (   3,    2) (   2,    4) (   3,    1) (   3,    5) (   1,    0)
          (   2,    3) (   2,    3) (   3,    4) (   3,    3) (   2,    2) (   3,    3) (   3,    2) (   3,    3) (   3,    3) (   3,    0)
          (   2,    3) (   3,    4) (   2,    4) (   3,    3) (   2,    4) (   3,    2) (   2,    2) (   2,    4) (   3,    2) (   3,    1)
          (   3,    3) (   2,    2) (   2,    4) (   3,    0) (   3,    5) (   3,    2) (   3,    5) (   3,    2) (   3,    2) (   3,    0)
          (   3,    5) (   3,    2) (   2,    3) (   3,    6) (   2,    1) (   3,    3) (   2,    2) (   3,    4) (   3,    4) (   2,    3)
          (   3,    3) (   3,    1) (   3,    0) (   3,    3) (   2,    4) (   3,    6) (   2,    3) (   3,    5) (   2,    3) (   3,    3)
          (   2,    1) (   3,    2) (   3,    1) (   3,    5) (   3,    4) (   3,    4) (   3,    1) (   2,    3) (   2,    5) (   3,    4)
          (   3,    1) (   2,    1) (   3,    3) (   3,    3) (   2,    2) (   3,    2) (   3,    0) (   3,    0) (   3,    1) (   3,    2)
          (   3,    2) (   3,    2) (   3,    2) (   3,    4) (   2,    3) (   2,    1) (   3,    5) (   3,    3) (   3,    3) (   3,    0)
          (   3,    2) (   3,    3) (   3,    5) (   3,    3) (   3,    4) (   3,    2) (   2,    1) (   3,    2) (   3,    2) (   3,    4)
          (   2,    4) (   3,    1) (   3,    3) (   2,    4) (   3,    3) (   2,    4) (   3,    4) (   3,    4) (   3,    4) (   2,    0)
          (   3,    3) (   3,    1) (   3,    3) (   3,    3) (   3,    1) (   3,    1) (   3,    4) (   2,    2) (   2,    4) (   2,    2)
          (   3,    1) (   2,    4) (   3,    1) (   3,    7) (   3,    3) (   2,    3) (   3,    6) (   3,    1) (   3,    2) (   3,    3)
          (   3,    4) (   0,    1) (   3,    2) (   3,    3) (   3,    1) (   3,    2) (   3,    6) (   2,    0) (   2,    4) (   3,    3)
          (   1,    2) (   3,    3) (   2,    3) (   3,    3) (   3,    2) (   3,    6) (   3,    4) (   3,    3) (   3,    1) (   2,    2)
          (   3,    3) (   3,    3) (   2,    2) (   2,    3) (   3,    1) (   3,    1) (   3,    7) (   3,    1) (   3,    4) (   3,    3)
          (   3,    3) (   3,    5) (   3,    4) (   2,    4) (   3,    1) (   3,    2) (   3,    2) (   3,    2) (   2,    1) (   2,    2)
          (   3,    2) (   3,    4) (   2,    4) (   3,    3) (   3,    1) (   3,    3) (   3,    0) (   2,    1) (   2,    1) (   3,    2)
          (   3,    0) (   3,    2) (   3,    4) (   3,    2) (   3,    2) (   2,    4) (   3,    3) (   3,    3) (   3,    3) (   3,    2)
          (   3,    0) (   0,    4) (   3,    1) (   3,    2) (   2,    2) (   1,    1) (   2,    4) (   3,    3) (   3,    2) (   2,    1)
          (   1,    2) (   2,    2) (   3,    4) (   3,    4) (   3,    2) (   3,    1) (   2,    2) (   3,    2) (   3,    1) (   2,    4)
          (   2,    0) (   3,    3) (   3,    2) (   3,    1) (   2,    4) (   2,    2) (   3,    4) (   3,    3) (   3,    5) (   3,    2)
          (   3,    3) (   3,    2) (   3,    1) (   3,    2) (   3,    3) (   2,    6) (   3,    0) (   3,    4) (   3,    2) (   3,    1)
          (   3,    6) (   2,    3) (   3,    1) (   3,    1) (   3,    5) (   3,    1) (   3,    3) (   3,    2) (   3,    0) (   3,    1)
          (   3,    4) (   3,    2) (   3,    3) (   3,    1) (   3,    5) (   3,    1) (   3,    2) (   3,    2) (   3,    0) (   3,    2)
          (   3,    1) (   2,    2) (   3,    4) (   3,    4) (   2,    3) (   3,    5) (   3,    1) (   2,    2) (   2,    2) (   2,    2)
          (   3,    1) (   2,    0) (   3,    1) (   3,    2) (   3,    2) (   3,    2) (   3,    3) (   2,    2) (   3,    2) (   3,    6)
          (   3,    2) (   2,    5) (   3,    1) (   2,    3) (   3,    4) (   3,    3) (   2,    3) (   3,    4) (   2,    2) (   3,    1)
          (   2,    7) (   3,    3) (   3,    0) (   3,    2) (   1,    3) (   3,    0) (   3,    2) (   2,    4) (   3,    5) (   3,    5)
          (   3,    0) (   2,    2) (   3,    2) (   3,    2) (   2,    3) (   3,    5) (   3,    2) (   1,    4) (   2,    1) (   3,    4)
          (   3,    1) (   3,    4) (   3,    0) (   3,    4) (   3,    1) (   2,    0) (   3,    3) (   3,    2) (   2,    1) (   1,    6)
          (   3,    1) (   2,    3) (   3,    4) (   3,    7) (   3,    1) (   2,    2) (   3,    3) (   3,    1) (   3,    1) (   3,    3)
          (   3,    2) (   3,    3) (   2,    4) (   2,    2) (   3,    5) (   2,    3) (   3,    1) (   3,    2) (   3,    2) (   3,    4)
          (   2,    7) (   3,    4) (   3,    4) (   1,    5) (   3,    5) (   3,    5) (   2,    2) (   2,    1) (   3,    2) (   3,    5)
          (   3,    1) (   2,    2) (   2,    3) (   3,    2) (   3,    3) (   3,    2) (   2,    5) (   3,    3) (   3,    1) (   3,    2)
          (   3,    4) (   3,    4) (   3,    4) (   3,    3) (   2,    4) (   2,    2) (   3,    4) (   3,    5) (   3,    1) (   3,    3)
          (   2,    4) (   3,    3) (   2,    4) (   2,    1) (   2,    2) (   3,    4) (   3,    0) (   3,    2) (   3,    3) (   3,    2)
          (   3,    2) (   2,    1) (   3,    5) (   3,    6) (   3,    1) (   2,    4) (   1,    3) (   3,    5) (   2,    1) (   3,    4)
          (   3,    4) (   3,    2) (   3,    1) (   3,    1) (   2,    2) (   3,    1) (   3,    6) (   2,    2) (   2,    1) (   3,    3)
          (   3,    0) (   3,    1) (   2,    6) (   3,    1) (   3,    4) (   2,    3) (   3,    0) (   3,    2) (   2,    2) (   2,    2)
          (   2,    2) (   3,    2) (   3,    3) (   3,    4) (   3,    1) (   3,    2) (   3,    4) (   3,    4) (   2,    5) (   3,    5)
          (   2,    3) (   3,    2) (   2,    3) (   3,    3) (   3,    5) (   3,    2) (   3,    0) (   2,    2) (   3,    5) (   1,    0)
          (   3,    2) (   3,    0) (   3,    3) (   2,    4) (   3,    0) (   3,    4) (   2,    1) (   3,    0) (   2,    2) (   2,    5)
          (   2,    5) (   3,    4) (   3,    3) (   3,    1) (   2,    3) (   3,    3) (   2,    2) (   2,    3) (   3,    4) (   3,    4)
          (   3,    5) (   3,    6) (   3,    3) (   3,    2) (   3,    3) (   2,    4) (   3,    3) (   2,    3) (   3,    0) (   3,    3)
          (   3,    1) (   3,    5) (   3,    3) (   3,    2) (   3,    1) (   3,    3) (   2,    1) (   2,    2) (   3,    3) (   3,    4)
          (   3,    0) (   3,    6) (   3,    0) (   3,    0) (   3,    3) (   3,    2) (   3,    3) (   2,    3) (   3,    0) (   2,    1)
          (   2,    8) (   3,    4) (   3,    0) (   2,    1) (   3,    4) (   3,    5) (   3,    0) (   3,    1) (   3,    2) (   3,    1)
          (   3,    1) (   3,    1) (   3,    2) (   3,    2) (   2,    3) (   2,    2) (   2,    4) (   3,    2) (   3,    8) (   3,    2)
